สถานี,วันที่เต็ม,ปริมาณฝน,ความชื้นสัมพัทธ์,ความเร็วลม,ทิศทางลม,หมอก,อุณหภูมิ,PM10,PM2.5
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/5/2022,8.8,78,23,340,0,30.1,27,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/04/2022,0.1,74,18,190,0,31.7,40,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/04/2022,0,79,17,70,0,28.5,23,31
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/04/2022,18.4,75,32,150,0,33.1,24,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/04/2022,0,66,14,80,0,33,29,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/04/2022,8.2,80,22,120,0,31.9,20,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/04/2022,0,73,16,80,0,31.9,23,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/04/2022,0.1,72,17,180,0,31.3,23,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/04/2022,0.1,73,23,180,0,30.9,21,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/04/2022,7,76,28,180,0,30.2,26,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/04/2022,24.4,82,23,150,0,30.7,36,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/04/2022,0,70,15,180,0,31.4,52,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/04/2022,0,83,12,200,0,27.4,33,35
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/04/2022,58.2,84,49,290,0,29.8,39,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/04/2022,0.1,73,29,180,0,31.9,39,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/04/2022,0,64,16,160,0,33.4,44,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/04/2022,0,56,17,130,0,33,44,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/04/2022,0,59,16,150,0,33.1,44,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/04/2022,0,65,14,180,0,32.6,45,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/4/2022,0,74,15,210,0,31.7,53,34
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/4/2022,0.2,74,14,320,0,31.2,55,43
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/4/2022,0,62,12,270,0,31.1,71,43
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/4/2022,0,49,10,320,0,30.3,100,61
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/4/2022,0,49,14,180,0,29.1,70,70
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/4/2022,0,57,15,100,0,29.8,50,56
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/4/2022,0,55,13,200,0,31,49,39
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/4/2022,0,56,10,290,0,29.1,43,35
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/4/2022,0,58,11,160,0,26.9,35,31
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/4/2022,0.4,73,15,160,0,23.2,18,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/4/2022,0,65,21,200,0,27.2,19,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/4/2022,0,66,20,180,0,30.5,35,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,31/03/2022,0,67,17,190,0,31.3,37,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/03/2022,0,74,18,210,0,30.3,29,27
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/03/2022,0,77,16,190,0,31.2,26,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/03/2022,8,75,15,200,0,31.8,29,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/03/2022,0.1,72,24,190,0,31.7,24,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/03/2022,0,75,16,190,0,31.1,23,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/03/2022,0,86,14,180,0,28.5,25,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/03/2022,13.8,92,16,150,0,29.2,24,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/03/2022,8.6,85,21,40,0,29,32,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/03/2022,0.1,83,23,60,0,29.5,21,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/03/2022,3.2,90,27,210,0,28.1,20,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/03/2022,23.6,90,22,220,0,28.9,31,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/03/2022,3.4,69,18,220,0,29.8,34,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/03/2022,0,76,28,180,0,31.5,33,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/03/2022,0,70,23,200,0,31.2,27,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/03/2022,0,70,18,190,0,31.5,22,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/03/2022,0,73,20,190,0,32.1,27,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/03/2022,0,73,21,220,0,31.8,36,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/03/2022,0,73,16,260,0,31.6,39,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/3/2022,0,71,12,190,0,31.8,38,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/3/2022,0,71,12,220,0,31.4,32,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/3/2022,1.4,72,16,220,0,30.8,35,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/3/2022,0,69,13,160,0,29.8,60,27
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/3/2022,0,75,12,290,0,28.1,36,49
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/3/2022,1,74,33,190,0,30.8,31,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/3/2022,0,73,20,190,0,31.3,30,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/3/2022,0,73,16,200,0,31.7,37,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/3/2022,0,72,14,110,0,31.3,36,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/3/2022,0,74,12,190,0,30.1,31,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/3/2022,0,73,13,200,0,30.7,34,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/3/2022,0,69,13,210,0,31,44,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/02/2022,0,58,11,110,0,29.5,66,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/02/2022,0,51,17,70,0,27.7,62,52
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/02/2022,0,47,15,20,0,27.8,55,48
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/02/2022,0,51,15,330,0,26.8,53,40
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/02/2022,0,55,18,330,0,26.7,47,39
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/02/2022,0,63,12,330,0,27.5,48,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/02/2022,0,76,11,110,0,25.8,34,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/02/2022,13.8,88,18,50,0,28.5,28,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/02/2022,0,77,21,210,0,29.8,19,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/02/2022,0,79,25,210,0,28.8,18,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/02/2022,2.2,84,18,210,0,28,25,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/02/2022,1.8,91,22,180,0,27.8,42,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/02/2022,0.2,85,11,120,0,27,50,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/02/2022,17.2,84,16,90,0,26.9,32,35
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/02/2022,0,84,18,100,0,27.4,30,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/02/2022,0.1,80,18,200,0,28.7,40,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/2/2022,0.2,85,26,100,0,28.8,42,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/2/2022,0.1,80,23,90,0,28.6,33,27
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/2/2022,10.6,83,17,130,0,29,33,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/2/2022,47.4,78,31,130,0,29.9,36,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/2/2022,0,65,13,260,0,29.9,59,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/2/2022,0,61,12,110,0,29,67,49
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/2/2022,0,57,16,70,0,28.3,48,50
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/2/2022,0,69,19,80,0,28.3,40,35
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/2/2022,1.8,75,17,110,0,29.7,30,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/2/2022,0,75,14,180,0,28.8,29,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/2/2022,0,72,18,220,0,30,24,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/2/2022,0,74,17,190,0,29,26,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,31/01/2022,0,68,16,190,0,29.1,27,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/01/2022,0,61,17,220,0,30.5,29,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/01/2022,0,74,14,190,0,29.8,31,20
